transaction_id,name,street,type,postal_district,subzone,planning_area,date_of_sale,area_sqft,floor_level,price
62294752,north park residences,yishun central 1,apartment,27,yishun central,yishun,mar-21,700,06 to 10,1130000
27922082X,mi casa,choa chu kang avenue 3,condominium,23,choa chu kang central,choa chu kang,apr-21,1119,01 to 05,1060000
13211420,piermont grand,sumang walk,executive condominium,19,punggol town centre,punggol,jul-19,969,11 to 15,1098400
15870857,kingsford waterbay,upper serangoon view,apartment,19,kangkar,hougang,jul-17,980,11 to 15,1203060
43998664,botanique at bartley,upper paya lebar road,condominium,19,upper paya lebar,serangoon,dec-20,732,01 to 05,1130000
94074326,concourse skyline,beach road,apartment,7,nicoll,downtown core,feb-18,807,26 to 30,1588000
58590627,woodsvale,woodlands drive 72,executive condominium,25,woodlands east,woodlands,jan-21,1292,06 to 10,805000
27536989,guilin view,bukit batok street 52,condominium,23,guilin,bukit batok,mar-18,1701,16 to 20,1388000
72834111,hundred palms residences,yio chu kang road,executive condominium,19,hougang west,hougang,jul-17,1324,11 to 15,1121100
65720825,envio,joo chiat place,apartment,15,frankel,bedok,oct-19,1033,01 to 05,1190000
50206063,hundred palms residences,yio chu kang road,executive condominium,19,hougang west,hougang,jul-17,1012,01 to 05,837900
86545741,the tapestry,tampines street 86,condominium,18,tampines west,tampines,mar-18,441,01 to 05,643200
13456208,rivercove residences,anchorvale lane,executive condominium,19,anchorvale,sengkang,mar-20,958,06 to 10,1116000
30293326,my manhattan,simei street 3,condominium,18,simei,tampines,sep-20,872,01 to 05,1080000
47845692,alessandrea,alexandra road,apartment,3,henderson hill,bukit merah,mar-21,1098,06 to 10,1670000
37876854,the woodleigh residences,bidadari park drive,apartment,13,bidadari,toa payoh,oct-19,958,06 to 10,1873000
19791561,yishun sapphire,canberra drive,condominium,27,yishun west,yishun,aug-21,1206,06 to 10,975000
53773701,glendale park,hillview avenue,condominium,23,hillview,bukit batok,mar-21,1367,06 to 10,1420000
68466106,boulevard 88,orchard boulevard,apartment,0,tanglin,orchard,apr-21,1776,11 to 15,6371400
93080155,the m,middle road,apartment,7,bugis,downtown core,feb-20,743,11 to 15,1842000
24245323,le conney park,lorong l telok kurau,apartment,15,frankel,bedok,jul-18,1109,01 to 05,1200000
17595803,caspian,lakeside drive,condominium,22,taman jurong,jurong west,jun-20,1453,16 to 20,1560000
35765240,stars of kovan,upper serangoon road,apartment,19,lorong ah soo,hougang,feb-17,506,11 to 15,749920
77723034,hedges park condominium,flora drive,condominium,17,flora drive,pasir ris,jul-20,484,06 to 10,540000
69822391,rivercove residences,anchorvale lane,executive condominium,19,anchorvale,sengkang,sep-18,958,01 to 05,971100
41291192,gem residences,lorong 5 toa payoh,condominium,12,boon teck,toa payoh,nov-21,570,21 to 25,977000
55391855,villa marina,jalan sempadan,condominium,15,frankel,bedok,dec-20,1249,01 to 05,1340000
70080358,parc riviera,west coast vale,condominium,5,west coast,clementi,feb-17,463,31 to 35,617000
41523500,the tresor,duchess road,condominium,10,coronation road,bukit timah,oct-17,1012,01 to 05,1790000
62134100,bedok residences,bedok north drive,apartment,16,bedok north,bedok,jul-21,936,11 to 15,1420000
26160154X,midtown modern,tan quee lan street,apartment,7,bugis,downtown core,mar-21,1066,26 to 30,3125430
59017930,queensberry lodge,shanghai road,apartment,10,chatsworth,tanglin,sep-20,1152,01 to 05,1220000
53088980,cardiff residence,cardiff grove,condominium,19,serangoon garden,serangoon,oct-21,431,01 to 05,599000
14492739,hilltops,cairnhill circle,condominium,9,cairnhill,newton,mar-18,2379,16 to 20,8792000
94682130,canninghill piers,clarke quay,apartment,0,clarke quay,singapore river,dec-21,818,11 to 15,2278000
34229572,la mariposa,mangis road,apartment,15,geylang east,geylang,nov-21,1130,01 to 05,2005000
62782282,cavendish park,pine grove,condominium,21,ulu pandan,bukit timah,jul-19,1313,06 to 10,1550000
44937119,the terrace,edgedale plains,executive condominium,19,waterway east,punggol,jan-17,1076,11 to 15,871200
90864463,botannia,west coast park,condominium,5,west coast,clementi,apr-17,1238,06 to 10,1420000
75624981,rivercove residences,anchorvale lane,executive condominium,19,anchorvale,sengkang,may-18,-1,11 to 15,975000
84171083,one pearl bank,pearl bank,apartment,3,pearl's hill,outram,jul-19,570,01 to 05,1265000
49308457,sea horizon,pasir ris rise,executive condominium,18,pasir ris park,pasir ris,may-21,775,06 to 10,742000
24203873,rivervale crest,rivervale crescent,apartment,19,rivervale,sengkang,dec-20,1163,16 to 20,800000
80027925,concourse skyline,beach road,apartment,7,nicoll,downtown core,feb-21,1356,16 to 20,2350000
19974802,parc riviera,west coast vale,condominium,5,west coast,clementi,sep-17,904,26 to 30,1156000
53901592,parc botannia,fernvale street,condominium,28,fernvale,sengkang,jun-19,1163,21 to 25,1417000
91297428,oasis @ elias,elias road,condominium,18,pasir ris west,pasir ris,jul-18,1410,16 to 20,1175000
14223687,kingsford waterbay,upper serangoon view,apartment,19,kangkar,hougang,may-18,861,06 to 10,1164000
18642008,one-north eden,slim barracks rise,apartment,5,one north,queenstown,apr-21,517,06 to 10,1093000
81363388,palm spring,ewe boon road,condominium,0,nassim,tanglin,may-19,2659,01 to 05,4150000
59616298,yishun sapphire,canberra drive,condominium,27,yishun west,yishun,nov-17,1141,01 to 05,808000
83512333,coco palms,pasir ris grove,condominium,18,pasir ris central,pasir ris,aug-17,1259,01 to 05,1338980
43214257,parc clematis,jalan lempeng,apartment,5,faber,clementi,oct-21,1711,06 to 10,2732000
86812989,parc life,sembawang crescent,executive condominium,27,sembawang central,sembawang,feb-17,764,11 to 15,615600
14216663,pandan valley,pandan valley,condominium,21,ulu pandan,bukit timah,jan-18,3089,01 to 05,2800000
41556894,park place residences at plq,paya lebar road,apartment,14,geylang east,geylang,mar-17,678,06 to 10,1309999
49736488X,faber crest,faber heights,condominium,5,faber,clementi,aug-21,1281,01 to 05,1225000
43078775,crown centre,bukit timah road,apartment,10,coronation road,bukit timah,sep-18,2540,01 to 05,3000000
87509734,duchess royale,duchess avenue,apartment,10,coronation road,bukit timah,jan-18,1195,01 to 05,1930000
85664203,blue horizon,west coast crescent,condominium,5,clementi west,clementi,aug-17,926,11 to 15,938000
91604878,parc life,sembawang crescent,executive condominium,27,sembawang central,sembawang,may-17,764,06 to 10,602300
86369291,le quest,bukit batok street 41,apartment,23,brickworks,bukit batok,nov-17,883,06 to 10,1152000
81682464,the calrose,yio chu kang road,condominium,26,yio chu kang west,ang mo kio,aug-17,926,01 to 05,1200000
28954396,sennett residence,pheng geck avenue,condominium,13,sennett,toa payoh,jul-21,710,11 to 15,1180000
92684536X,avant residences,aljunied road,apartment,14,aljunied,geylang,apr-18,398,06 to 10,675888
55213439,irwell hill residences,irwell hill,apartment,9,leonie hill,river valley,apr-21,-1,01 to 05,1002000
49017450,whistler grand,west coast vale,apartment,0,west coast,clementi,nov-20,1281,21 to 25,1772000
54114689,the tapestry,tampines street 86,condominium,18,tampines west,tampines,mar-18,441,11 to 15,658400
89804859,the tessarina,wilby road,condominium,10,holland road,bukit timah,dec-20,990,01 to 05,1775000
77960805,cluny park residence,cluny park road,condominium,10,tyersall,tanglin,jun-18,1959,01 to 05,5280000
66728780,floraview,ang mo kio street 66,apartment,20,yio chu kang east,ang mo kio,apr-21,624,01 to 05,795000
78562144,caribbean at keppel bay,keppel bay drive,condominium,4,maritime square,bukit merah,sep-21,1281,06 to 10,2320000
39026597,sky@eleven,thomson lane,condominium,11,toa payoh central,toa payoh,feb-17,2271,11 to 15,3100000
20440450,hilltops,cairnhill circle,condominium,9,cairnhill,newton,jul-17,829,16 to 20,2756700
11783577,regent grove,choa chu kang north 7,condominium,0,yew tee,choa chu kang,jul-20,1259,06 to 10,850000
84408970,montebleu,minbu road,condominium,11,balestier,novena,jun-19,807,21 to 25,1300000
19258184,verdure,holland road,condominium,10,ridout,tanglin,oct-21,947,01 to 05,1830000
80925985,the commodore,canberra drive,condominium,27,sembawang springs,sembawang,nov-21,743,01 to 05,1156000
45191956,waterview,tampines avenue 1,condominium,18,tampines west,tampines,apr-19,1216,01 to 05,1388000
59399704,normanton park,normanton park,apartment,5,kent ridge,queenstown,oct-21,527,21 to 25,988000
53684768,avenue south residence,silat avenue,apartment,3,kampong tiong bahru,bukit merah,feb-21,689,36 to 40,1523000
51896194,gem residences,lorong 5 toa payoh,condominium,12,boon teck,toa payoh,oct-17,1012,26 to 30,1571000
44178240,changi rise condominium,simei rise,condominium,18,simei,tampines,nov-21,1281,01 to 05,1200000
19360681,the rainforest,choa chu kang avenue 3,executive condominium,23,choa chu kang central,choa chu kang,may-21,1130,01 to 05,1180000
16691390,queens peak,dundee road,condominium,3,margaret drive,queenstown,jul-17,775,11 to 15,1213800
25058031,the interlace,depot road,condominium,4,depot road,bukit merah,aug-21,1259,11 to 15,1810000
12406326,nv residences,pasir ris grove,condominium,18,pasir ris central,pasir ris,oct-20,797,06 to 10,780000
24554283,parc esta,sims avenue,apartment,14,geylang east,geylang,sep-20,1119,01 to 05,1885000
21861837,treasure at tampines,tampines lane,condominium,18,tampines east,tampines,sep-19,678,01 to 05,951000
92991248,icon,gopeng street,apartment,2,tanjong pagar,downtown core,may-17,936,36 to 40,1510000
98065255,horizon residences,pasir panjang hill,condominium,5,pasir panjang 1,queenstown,oct-18,1378,01 to 05,2045000
52352423,park colonial,woodleigh lane,condominium,13,woodleigh,toa payoh,jul-19,1023,01 to 05,1706000
15902960,cote d'azur,marine parade road,condominium,15,marine parade,marine parade,jul-17,1109,16 to 20,1448000
52764958,euhabitat,jalan eunos,condominium,14,kaki bukit,bedok,jul-19,538,01 to 05,670000
51580691,leedon residence,leedon heights,condominium,10,farrer court,bukit timah,feb-21,2110,01 to 05,4800000
36518495,the interlace,depot road,condominium,4,depot road,bukit merah,sep-19,1894,06 to 10,2268000
20919910,austville residences,sengkang east avenue,executive condominium,19,rivervale,sengkang,jun-21,1033,16 to 20,990000
16770145,midwood,hillview rise,condominium,23,hillview,bukit batok,jul-21,484,16 to 20,830000
80294808X,myra,meyappa chettiar road,apartment,13,potong pasir,toa payoh,oct-20,678,06 to 10,1433000
33394690,northvale,choa chu kang loop,apartment,23,choa chu kang central,choa chu kang,feb-21,1270,06 to 10,968000
29306255,forest hills condominium,transit road,condominium,26,nee soon,yishun,dec-20,1227,01 to 05,958000
99585318,kingsford waterbay,upper serangoon view,apartment,19,kangkar,hougang,oct-17,850,11 to 15,1134516
71587051,park place residences at plq,paya lebar road,apartment,14,geylang east,geylang,apr-18,667,11 to 15,1355000
41141592,carissa park condominium,flora drive,condominium,17,flora drive,pasir ris,may-18,1302,01 to 05,1110000
73025726,the florence residences,hougang avenue 2,apartment,19,kovan,hougang,dec-21,936,06 to 10,1393000
37639452,sims urban oasis,sims drive,condominium,14,aljunied,geylang,aug-17,990,16 to 20,1493500
91150163,kovan grandeur,tampines road,apartment,19,lorong ah soo,hougang,may-21,570,01 to 05,685000
53875643,the crest,prince charles crescent,condominium,3,alexandra north,bukit merah,jul-18,1518,11 to 15,2758000
79572513,kim sia court,jalan jintan,apartment,9,cairnhill,newton,oct-17,1066,11 to 15,1800000
92621580,leedon green,leedon heights,condominium,10,farrer court,bukit timah,oct-20,614,11 to 15,1699000
88707665,parc riviera,west coast vale,condominium,5,west coast,clementi,feb-17,603,21 to 25,788000
94012871,queens peak,dundee road,condominium,3,margaret drive,queenstown,nov-17,807,26 to 30,1399000
29612315X,stars of kovan,upper serangoon road,apartment,19,lorong ah soo,hougang,apr-17,506,11 to 15,805820
97916215,the trillium,kim seng road,condominium,9,robertson quay,singapore river,sep-19,5511,26 to 30,10380000
11858438,avenue south residence,silat avenue,apartment,3,kampong tiong bahru,bukit merah,may-20,689,56 to 60,1631000
66179240,parc esta,sims avenue,apartment,14,geylang east,geylang,apr-19,527,06 to 10,902000
14487167,treasure at tampines,tampines lane,condominium,18,tampines east,tampines,dec-20,678,06 to 10,977000
52344204,cliften,ewe boon road,apartment,10,nassim,tanglin,jun-18,2034,16 to 20,2830000
11589352,queens peak,dundee road,condominium,3,margaret drive,queenstown,nov-17,441,26 to 30,822970
50338519,gem residences,lorong 5 toa payoh,condominium,12,boon teck,toa payoh,jan-18,947,16 to 20,1428570
85135724,riverbank @ fernvale,fernvale close,condominium,28,fernvale,sengkang,mar-18,710,01 to 05,805000
11258979,the nautical,jalan sendudok,condominium,27,sembawang springs,sembawang,dec-20,1119,01 to 05,988888
12835881,parc riviera,west coast vale,condominium,5,west coast,clementi,jan-17,463,26 to 30,604890
65251256,le quest,bukit batok street 41,apartment,23,brickworks,bukit batok,jul-20,-1,01 to 05,1825000
56886511,twin vew,west coast vale,apartment,5,west coast,clementi,may-18,710,06 to 10,943000
61055164,normanton park,normanton park,apartment,5,kent ridge,queenstown,jul-21,560,11 to 15,1043000
17488516,stars of kovan,upper serangoon road,apartment,19,lorong ah soo,hougang,jul-17,732,11 to 15,1120580
98841731,watercolours,pasir ris link,executive condominium,18,pasir ris park,pasir ris,sep-20,-1,11 to 15,1310000
79941163,parc clematis,jalan lempeng,apartment,5,faber,clementi,aug-19,700,01 to 05,1097000
99252771,avenue south residence,silat avenue,apartment,0,kampong tiong bahru,bukit merah,nov-21,1496,06 to 10,2813000
25582689,sengkang grand residences,compassvale bow,apartment,19,compassvale,sengkang,jun-21,764,01 to 05,1275200
81274731,belysa,pasir ris drive 1,executive condominium,18,pasir ris west,pasir ris,oct-21,947,01 to 05,898000
71575203,watertown,punggol central,apartment,19,punggol town centre,punggol,feb-21,603,01 to 05,760000
39106960,the greenwich,seletar road,condominium,28,seletar hills,serangoon,sep-18,1076,01 to 05,1300000
89519343,rivercove residences,anchorvale lane,executive condominium,19,anchorvale,sengkang,apr-18,1281,01 to 05,1220000
45689889,park colonial,woodleigh lane,condominium,13,woodleigh,toa payoh,dec-20,1184,01 to 05,2163000
69103624,palm gardens,hong san walk,condominium,23,keat hong,choa chu kang,jul-21,1206,11 to 15,941000
17484285,esparina residences,compassvale bow,executive condominium,19,compassvale,sengkang,oct-19,829,11 to 15,938000
33559127,flo residence,punggol field walk,condominium,19,punggol field,punggol,oct-21,1184,01 to 05,1185000
76414461,centro residences,ang mo kio avenue 8,condominium,20,ang mo kio town centre,ang mo kio,mar-21,1206,21 to 25,1690000
49825221,eastwood green,eastwood road,condominium,16,bedok south,bedok,aug-17,1141,01 to 05,800000
79466898,rivercove residences,anchorvale lane,executive condominium,19,anchorvale,sengkang,apr-18,958,06 to 10,952300
25029833,mayfair modern,rifle range road,condominium,21,swiss club,bukit timah,jan-20,-1,01 to 05,2235000
19378253,meadows @ peirce,upper thomson road,condominium,26,tagore,ang mo kio,may-17,2239,01 to 05,1800000
69442290,the crest,prince charles crescent,condominium,3,alexandra north,bukit merah,apr-18,614,11 to 15,1265000
73480607,one pearl bank,pearl bank,apartment,3,pearl's hill,outram,aug-19,527,26 to 30,1339000
57668661,the santorini,tampines street 86,condominium,18,tampines west,tampines,jan-17,753,11 to 15,830000
59189528X,jadescape,shunfu road,condominium,20,upper thomson,bishan,oct-18,646,06 to 10,1075500
75046251,rv residences,river valley road,condominium,10,chatsworth,tanglin,sep-17,861,01 to 05,1705000
62108308,one-north eden,slim barracks rise,apartment,5,one north,queenstown,apr-21,786,01 to 05,1534000
60062830,parc greenwich,fernvale lane,executive condominium,28,fernvale,sengkang,sep-21,958,06 to 10,1090000
87724444,one pearl bank,pearl bank,apartment,3,pearl's hill,outram,nov-21,1098,11 to 15,2650000
32181030,sylvan lodge,holland road,apartment,10,leedon park,bukit timah,feb-21,-1,01 to 05,1235000
