transaction_id,name,street,type,postal_district,subzone,planning_area,date_of_sale,area_sqft,floor_level,price
92424790,parc komo,upper changi road north,apartment,17,flora drive,pasir ris,jun-21,732,01 to 05,1170180
79070633,trevista,lorong 3 toa payoh,condominium,12,braddell,toa payoh,aug-18,1819,36 to 40,2400000
60902793,whitewater,pasir ris street 72,executive condominium,18,pasir ris west,pasir ris,aug-18,1195,01 to 05,840000
56038720,singa hills,jalan singa,apartment,14,kaki bukit,bedok,dec-20,657,01 to 05,900000
75516855,jewel @ buangkok,compassvale bow,condominium,19,compassvale,sengkang,oct-21,-1,06 to 10,1510000
23617320,riversails,upper serangoon crescent,condominium,19,hougang east,hougang,mar-18,506,06 to 10,630000
63368573,stirling residences,stirling road,apartment,3,mei chin,queenstown,jul-18,764,16 to 20,1328000
13250323,woodhaven,woodgrove avenue,condominium,25,woodgrove,woodlands,jan-21,592,01 to 05,638800
46374203,sims urban oasis,sims drive,condominium,14,aljunied,geylang,nov-17,958,11 to 15,1485200
50416416,the florence residences,hougang avenue 2,apartment,19,kovan,hougang,may-20,-1,06 to 10,754000
65213869,riverfront residences,hougang avenue 7,apartment,19,kangkar,hougang,may-19,915,01 to 05,1176000
66094021,pasir ris 8,pasir ris drive 8,apartment,18,pasir ris central,pasir ris,jul-21,1302,06 to 10,1935000
44918741,park colonial,woodleigh lane,condominium,13,woodleigh,toa payoh,nov-18,-1,11 to 15,2439000
76210363X,waterview,tampines avenue 1,condominium,18,tampines west,tampines,apr-18,786,11 to 15,830000
40236041,the woodleigh residences,bidadari park drive,apartment,13,bidadari,toa payoh,may-19,700,06 to 10,1319000
93161878,the quartz,compassvale bow,condominium,19,compassvale,sengkang,jan-19,1066,16 to 20,1015000
97521600,clavon,clementi avenue 1,apartment,5,clementi woods,clementi,mar-21,958,31 to 35,1643000
28924748,the poiz residences,meyappa chettiar road,apartment,13,potong pasir,toa payoh,mar-17,420,11 to 15,643000
30406018,the minton,hougang street 11,condominium,19,lorong ah soo,hougang,apr-18,1087,01 to 05,1060000
67709698,ris grandeur,elias road,condominium,18,pasir ris west,pasir ris,oct-19,1539,11 to 15,1480000
21746497,normanton park,normanton park,apartment,5,kent ridge,queenstown,oct-21,570,11 to 15,1083000
56657625,coco palms,pasir ris grove,condominium,0,pasir ris central,pasir ris,sep-18,904,06 to 10,1100000
66039947,one-north eden,slim barracks rise,apartment,5,one north,queenstown,apr-21,1119,06 to 10,2125000
28847266,lake grande,jurong lake link,condominium,22,hong kah,jurong west,feb-18,883,01 to 05,1165000
41389992,bayshore park,bayshore road,condominium,16,bayshore,bedok,jan-21,936,11 to 15,940000
72397540,monterey park condominium,west coast rise,condominium,5,west coast,clementi,apr-17,-1,06 to 10,1538000
86527264,jadescape,shunfu road,condominium,20,upper thomson,bishan,sep-21,1012,06 to 10,1762000
31023648,naturalis,lorong m telok kurau,apartment,15,frankel,bedok,jan-20,646,01 to 05,848000
87267026,carissa park condominium,flora drive,condominium,17,flora drive,pasir ris,jan-20,1238,01 to 05,1125000
89878591,the avenir,river valley close,condominium,9,institution hill,river valley,nov-20,538,01 to 05,1573100
44124512,river isles,edgedale plains,condominium,19,punggol field,punggol,oct-21,1173,11 to 15,1292000
57242888,amber park,amber gardens,condominium,15,marine parade,marine parade,jun-21,700,01 to 05,1792800
57906267,haig 162,haig road,apartment,15,katong,marine parade,apr-21,581,11 to 15,880000
29832528,commonwealth towers,commonwealth avenue,condominium,3,margaret drive,queenstown,apr-17,904,31 to 35,1494900
37510422,the tembusu,tampines road,condominium,19,lorong ah soo,hougang,may-19,1044,06 to 10,1821000
91540691,the estuary,yishun avenue 1,condominium,27,yishun south,yishun,feb-17,1184,06 to 10,1060000
86998084,pasir ris 8,pasir ris drive 8,apartment,18,pasir ris central,pasir ris,jul-21,710,06 to 10,1154000
32448643,tre residences,geylang east avenue 1,condominium,14,aljunied,geylang,mar-17,861,06 to 10,1216000
24792509,newton suites,newton road,apartment,11,moulmein,novena,jun-18,-1,06 to 10,2600000
14689169,parc esta,sims avenue,apartment,14,geylang east,geylang,mar-20,1033,16 to 20,1777000
80376983,the calrose,yio chu kang road,condominium,26,yio chu kang west,ang mo kio,aug-19,1389,01 to 05,1668888
70745836,riverbay,mar thoma road,apartment,12,bendemeer,kallang,may-19,786,06 to 10,1030000
65045281,waterbay,edgefield plains,executive condominium,19,punggol field,punggol,may-21,1098,06 to 10,1036000
16235195,eastvale,pasir ris drive 3,executive condominium,18,pasir ris drive,pasir ris,oct-17,-1,06 to 10,850000
71830130,treasure at tampines,tampines lane,condominium,18,tampines east,tampines,jan-21,1033,01 to 05,1448000
44089375,parc riviera,west coast vale,condominium,5,west coast,clementi,feb-17,1152,26 to 30,1400000
96688896,clavon,clementi avenue 1,apartment,5,clementi woods,clementi,dec-20,1582,31 to 35,2561000
61363720,le quest,bukit batok street 41,apartment,23,brickworks,bukit batok,aug-17,495,06 to 10,644000
89609218,the wisteria,yishun ring road,apartment,27,yishun south,yishun,jul-17,969,06 to 10,1014912
20059498,symphony suites,yishun close,condominium,27,yishun east,yishun,jan-18,893,11 to 15,975820
51839970,waterfront gold,bedok reservoir road,condominium,16,bedok reservoir,bedok,may-18,1227,06 to 10,1520000
67554421,parc sophia,adis road,apartment,0,mount emily,rochor,mar-19,624,01 to 05,1018000
86923759,eco sanctuary,chestnut avenue,condominium,23,bangkit,bukit panjang,jul-17,-1,06 to 10,838000
83257163,costa rhu,rhu cross,condominium,15,tanjong rhu,kallang,jul-17,1335,11 to 15,1638000
17072205X,the garden residences,serangoon north view,apartment,19,serangoon garden,serangoon,aug-20,689,06 to 10,1107700
75659889,verdale,de souza avenue,apartment,21,anak bukit,bukit timah,oct-21,1001,01 to 05,1743900
51796880,jui residences,serangoon road,apartment,12,bendemeer,kallang,jun-20,883,11 to 15,1450000
22263848,newton edge,makeway avenue,apartment,9,moulmein,novena,nov-20,753,11 to 15,1280100
21725019,the woodleigh residences,bidadari park drive,apartment,0,bidadari,toa payoh,jun-21,1076,11 to 15,2209000
16875668,hazel park condominium,hazel park terrace,condominium,23,jelebu,bukit panjang,apr-21,2734,16 to 20,3458000
79066684,treasure at tampines,tampines lane,condominium,18,tampines east,tampines,feb-21,1722,01 to 05,2054000
52686361,rosewood,rosewood drive,condominium,25,woodgrove,woodlands,feb-19,1012,16 to 20,800000
10279684,city square residences,kitchener link,condominium,8,lavender,kallang,aug-21,861,06 to 10,1500000
59536695,the santorini,tampines street 86,condominium,0,tampines west,tampines,jun-17,1421,01 to 05,1400000
35255727,city suites,balestier road,apartment,12,balestier,novena,nov-17,527,11 to 15,944600
33067054,hillion residences,jelebu road,apartment,23,jelebu,bukit panjang,aug-17,474,16 to 20,741950
58351934,grange residences,grange road,condominium,10,chatsworth,tanglin,jun-20,2852,16 to 20,6655000
92382994,whistler grand,west coast vale,apartment,5,west coast,clementi,dec-18,764,16 to 20,1087200
33030116,hundred trees,west coast drive,condominium,5,west coast,clementi,may-18,484,06 to 10,715000
20304368,lake grande,jurong lake link,condominium,22,hong kah,jurong west,jan-17,980,11 to 15,1279000
44670857,concourse skyline,beach road,apartment,0,nicoll,downtown core,oct-17,1152,11 to 15,1790000
61008334,marina one residences,marina way,apartment,1,central subzone,downtown core,may-18,1518,16 to 20,3852232
89251344,botanic gardens view,taman serasi,apartment,10,nassim,tanglin,aug-19,1615,01 to 05,4069999
48271905,park natura,bukit batok east avenue 6,condominium,23,anak bukit,bukit timah,aug-21,2508,06 to 10,2850000
64645921,rv residences,river valley road,condominium,10,chatsworth,tanglin,aug-17,700,01 to 05,1352900
15602126,the palette,pasir ris grove,condominium,18,pasir ris central,pasir ris,jun-17,753,06 to 10,815000
31743326,thomson grand,sin ming walk,condominium,20,upper thomson,bishan,feb-17,969,16 to 20,1350000
83807850,seaside residences,siglap link,apartment,0,siglap,bedok,apr-17,1130,16 to 20,1970000
89155401,pinevale,tampines street 73,executive condominium,18,tampines west,tampines,jun-21,1281,06 to 10,975000
52374337,rivercove residences,anchorvale lane,executive condominium,19,anchorvale,sengkang,apr-18,1184,01 to 05,1129500
64117420,silversea,marine parade road,condominium,15,marine parade,marine parade,sep-20,980,01 to 05,1623000
82959692,parc emily,mount emily road,condominium,9,mount emily,rochor,sep-17,1238,01 to 05,1730000
46347113,riverfront residences,hougang avenue 7,apartment,19,kangkar,hougang,nov-19,517,06 to 10,693000
49890529,marina bay residences,marina boulevard,condominium,1,central subzone,downtown core,jan-20,732,46 to 50,1550000
73824329,marina one residences,marina way,apartment,1,central subzone,downtown core,apr-19,1582,11 to 15,3808000
78372564,sengkang grand residences,compassvale bow,apartment,19,compassvale,sengkang,nov-19,936,11 to 15,1593600
70584195,orchid park condominium,yishun street 81,condominium,27,yishun south,yishun,jan-17,1141,06 to 10,780000
40856968,treasure at tampines,tampines lane,condominium,18,tampines east,tampines,dec-21,1335,01 to 05,1897000
96729688,one pearl bank,pearl bank,apartment,3,pearl's hill,outram,jul-19,700,01 to 05,1598000
32673296,starville,lengkong tiga,condominium,14,kembangan,bedok,mar-20,1238,01 to 05,1150000
98869032,lumiere,mistri road,apartment,2,tanjong pagar,downtown core,may-21,678,36 to 40,1235700
73708278,skies miltonia,miltonia close,condominium,27,lower seletar,yishun,apr-18,710,06 to 10,745000
90564933,trevista,lorong 3 toa payoh,condominium,12,braddell,toa payoh,jul-20,1141,16 to 20,1650000
86657580,symphony heights,hume avenue,condominium,21,hillview,bukit batok,jul-21,1346,06 to 10,1750000
81817723,park place residences at plq,paya lebar road,apartment,14,geylang east,geylang,apr-18,484,16 to 20,1040000
86735078,verticus,jalan kemaman,apartment,12,balestier,novena,jan-21,753,11 to 15,1530000
57890079,espa,cashew road,condominium,23,dairy farm,bukit panjang,apr-21,1033,01 to 05,1400000
94698350,provence residence,canberra crescent,executive condominium,27,sembawang east,sembawang,may-21,1066,06 to 10,1217000
74163785,bartley residences,lorong how sun,apartment,19,upper paya lebar,serangoon,dec-20,463,01 to 05,693000
75378212,parc esta,sims avenue,apartment,14,geylang east,geylang,may-19,635,06 to 10,1039000
22810947,parc esta,sims avenue,apartment,14,geylang east,geylang,aug-19,452,11 to 15,830000
91750514,eco,bedok south avenue 3,condominium,16,bedok south,bedok,apr-17,1152,06 to 10,1480000
73676430,the woodleigh residences,bidadari park drive,apartment,13,bidadari,toa payoh,nov-21,1270,06 to 10,2750000
16637690,goodwood residence,bukit timah road,condominium,10,goodwood park,newton,oct-20,2454,06 to 10,6200000
70817891,the gazania,how sun drive,condominium,19,upper paya lebar,serangoon,sep-20,904,01 to 05,1760000
26444609,ola,anchorvale crescent,executive condominium,19,anchorvale,sengkang,oct-20,926,06 to 10,997000
67579400,highline residences,kim tian road,condominium,3,tiong bahru,bukit merah,oct-17,506,31 to 35,1162800
76573349,the hermitage,sarkies road,apartment,10,goodwood park,newton,nov-21,775,01 to 05,1550000
22769664,m21,mandalay road,apartment,0,balestier,novena,may-21,3025,16 to 20,3720000
40778688,tre residences,geylang east avenue 1,condominium,14,aljunied,geylang,oct-17,861,06 to 10,1239000
86254491,parc riviera,west coast vale,condominium,5,west coast,clementi,sep-17,1152,21 to 25,1343580
33333340,the navian,jalan eunos,apartment,14,kaki bukit,bedok,jun-19,893,01 to 05,1360000
29793096,affinity at serangoon,serangoon north avenue 1,apartment,19,serangoon garden,serangoon,oct-18,624,11 to 15,989000
10752501,nv residences,pasir ris grove,condominium,18,pasir ris central,pasir ris,mar-17,764,01 to 05,720000
28759026,view at kismis,lorong kismis,apartment,21,anak bukit,bukit timah,jun-20,700,01 to 05,1165000
40214628,the clement canopy,clementi avenue 1,apartment,5,clementi woods,clementi,feb-17,710,06 to 10,971000
44915807,ola,anchorvale crescent,executive condominium,19,anchorvale,sengkang,sep-21,926,01 to 05,981000
80034677,hundred trees,west coast drive,condominium,5,west coast,clementi,may-18,1163,01 to 05,1438000
89163513,the panorama,ang mo kio avenue 2,condominium,20,kebun bahru,ang mo kio,apr-21,1001,01 to 05,1510000
61281912,the verandah residences,pasir panjang road,apartment,5,pasir panjang 1,queenstown,apr-18,1098,01 to 05,1729000
94197668,ville royale,river valley road,condominium,9,oxley,river valley,apr-18,1044,01 to 05,1720000
62544378,park colonial,woodleigh lane,condominium,13,woodleigh,toa payoh,oct-18,667,06 to 10,1320000
37363879,park colonial,woodleigh lane,condominium,13,woodleigh,toa payoh,jul-18,1195,11 to 15,1739000
61889918,parc esta,sims avenue,apartment,14,geylang east,geylang,jul-20,420,16 to 20,842000
89572614,the sea view,amber road,condominium,15,marine parade,marine parade,jun-17,1647,06 to 10,2630000
65692733,costa del sol,bayshore road,condominium,16,bayshore,bedok,may-18,1324,26 to 30,1820000
64972823,changi rise condominium,simei rise,condominium,18,simei,tampines,nov-20,-1,01 to 05,782000
20435057,jadescape,shunfu road,condominium,20,upper thomson,bishan,jun-21,764,06 to 10,1366000
46287927,view at kismis,lorong kismis,apartment,21,anak bukit,bukit timah,nov-20,700,01 to 05,1207000
50767151,parc greenwich,fernvale lane,executive condominium,28,fernvale,sengkang,oct-21,1001,11 to 15,1238000
93476928,stratum,elias road,condominium,18,pasir ris west,pasir ris,sep-17,1098,01 to 05,1080000
73157566,parc esta,sims avenue,apartment,14,geylang east,geylang,may-19,635,01 to 05,1026000
95467261,parc clematis,jalan lempeng,apartment,5,faber,clementi,jan-21,689,21 to 25,1193500
91546023,whitewater,pasir ris street 72,executive condominium,18,pasir ris west,pasir ris,apr-18,1141,11 to 15,838000
84362284,chestervale,bangkit road,executive condominium,0,bangkit,bukit panjang,dec-20,1410,01 to 05,875000
52576538,the jovell,flora drive,condominium,17,flora drive,pasir ris,aug-21,678,01 to 05,918000
22608788,highline residences,kim tian road,condominium,3,tiong bahru,bukit merah,aug-17,506,31 to 35,1140000
77460828,parc botannia,fernvale street,condominium,28,fernvale,sengkang,sep-19,667,11 to 15,927000
27403893,the tapestry,tampines street 86,condominium,18,tampines west,tampines,mar-18,474,01 to 05,648000
64581492,valley park,river valley road,condominium,10,institution hill,river valley,apr-21,1216,06 to 10,2180000
37212177,arena residences,guillemard crescent,apartment,14,aljunied,geylang,dec-19,1238,11 to 15,1670000
80612277,wallich residence,wallich street,apartment,2,tanjong pagar,downtown core,jul-20,1658,56 to 60,5865000
35265430,hillington green,hillview avenue,condominium,23,hillview,bukit batok,mar-20,1528,06 to 10,1670000
72959280,26 newton,newton road,apartment,11,moulmein,novena,sep-17,474,16 to 20,1234463
61176446,oue twin peaks,leonie hill road,condominium,9,leonie hill,river valley,apr-17,570,26 to 30,1852700
52257661,flamingo valley,siglap road,condominium,15,frankel,bedok,jul-17,861,01 to 05,1220000
76665237,daintree residence,toh tuck road,condominium,21,anak bukit,bukit timah,apr-20,710,01 to 05,1158330
13596428,marina one residences,marina way,apartment,1,central subzone,downtown core,dec-17,1141,16 to 20,2687870
48319726,lincoln suites,khiang guan avenue,condominium,11,moulmein,novena,mar-18,527,11 to 15,1230000
60290426,nin residence,pheng geck avenue,apartment,13,sennett,toa payoh,apr-18,850,01 to 05,1140000
92464660,dairy farm residences,dairy farm lane,apartment,23,dairy farm,bukit panjang,aug-21,936,06 to 10,1474400
30939779,e-space,lorong k telok kurau,apartment,15,frankel,bedok,feb-21,818,01 to 05,1095000
93184496,the seafront on meyer,meyer road,condominium,15,mountbatten,marine parade,apr-20,1604,21 to 25,3350000
53341121,j gateway,gateway drive,condominium,22,jurong gateway,jurong east,aug-21,678,06 to 10,1150888
25842937,seastrand,pasir ris link,condominium,18,pasir ris park,pasir ris,mar-17,1109,11 to 15,1010000
75132480,orchid park condominium,yishun street 81,condominium,27,yishun south,yishun,jan-20,980,06 to 10,726000
55812727,foresque residences,petir road,condominium,23,dairy farm,bukit panjang,feb-19,1130,06 to 10,1300000
35989011,luxe ville,pasir panjang road,apartment,5,pasir panjang 1,queenstown,feb-20,614,01 to 05,820000
55336750X,riverfront residences,hougang avenue 7,apartment,19,kangkar,hougang,jul-18,1109,06 to 10,1401000
52915714,melville park,simei street 1,condominium,18,simei,tampines,may-18,1346,01 to 05,940000
43733244,clavon,clementi avenue 1,apartment,5,clementi woods,clementi,jan-21,527,16 to 20,889000
14341755,parc life,sembawang crescent,executive condominium,27,sembawang central,sembawang,jul-18,1066,01 to 05,898000
41717590,affinity at serangoon,serangoon north avenue 1,apartment,19,serangoon garden,serangoon,sep-21,1152,11 to 15,1794000
88976434,the oceanfront @ sentosa cove,ocean drive,condominium,4,sentosa,southern islands,dec-19,1765,06 to 10,3000000
46109934,ville royale,river valley road,condominium,9,oxley,river valley,oct-18,2024,01 to 05,3280000
72821219X,malvern springs,onan road,condominium,15,katong,marine parade,aug-17,1119,01 to 05,1400000
81816296,riverfront residences,hougang avenue 7,apartment,19,kangkar,hougang,jul-18,721,01 to 05,884000
31217418,one meyer,meyer place,apartment,15,mountbatten,marine parade,oct-20,614,11 to 15,1620000
19380877,hillview regency,bukit batok east avenue 2,condominium,23,guilin,bukit batok,jun-17,1195,11 to 15,888000
75933024,soho @ farrer,race course road,apartment,8,farrer park,rochor,dec-17,495,01 to 05,680000
14803620,the bayshore,bayshore road,condominium,0,bayshore,bedok,sep-21,947,01 to 05,890000
35276763,seaside residences,siglap link,apartment,15,siglap,bedok,apr-19,1259,11 to 15,2472000
88536249,north park residences,yishun central 1,apartment,27,yishun central,yishun,jul-17,969,06 to 10,1281600
19203093,stratford court,bedok ria crescent,condominium,16,bedok south,bedok,may-17,1152,01 to 05,910000
45894508,leonie towers,leonie hill,apartment,9,leonie hill,river valley,apr-17,2960,06 to 10,4050000
35602360X,stirling residences,stirling road,apartment,3,mei chin,queenstown,may-19,657,01 to 05,1124000
92108241,residences 88,lorong marican,apartment,14,kembangan,bedok,feb-21,431,01 to 05,565000
32925292,silversea,marine parade road,condominium,0,marine parade,marine parade,nov-18,969,01 to 05,1600000
68545437,j court,lorong j telok kurau,apartment,0,frankel,bedok,feb-20,1249,01 to 05,1110000
93161203,avenue south residence,silat avenue,apartment,3,kampong tiong bahru,bukit merah,sep-19,1109,06 to 10,2047000
10837007,sennett residence,pheng geck avenue,condominium,13,sennett,toa payoh,apr-21,1259,01 to 05,1480000
57780652,the criterion,yishun street 51,executive condominium,27,lower seletar,yishun,dec-17,1098,01 to 05,863200
79190530,hundred palms residences,yio chu kang road,executive condominium,19,hougang west,hougang,jul-17,-1,01 to 05,859800
62509538,signature at yishun,yishun street 51,executive condominium,27,lower seletar,yishun,apr-17,1302,01 to 05,948999
49300904,the garden residences,serangoon north view,apartment,19,serangoon garden,serangoon,sep-20,829,11 to 15,1166000
54745458,rv residences,river valley road,condominium,10,chatsworth,tanglin,aug-17,678,01 to 05,1355000
14422891,sky@eleven,thomson lane,condominium,11,toa payoh central,toa payoh,dec-20,1851,11 to 15,3230000
30669826,lattice one,seraya crescent,apartment,20,sembawang hills,ang mo kio,dec-21,829,01 to 05,1550000
12873300,parc riviera,west coast vale,condominium,5,west coast,clementi,jun-17,710,01 to 05,865000
72971706,kingsford waterbay,upper serangoon view,apartment,19,kangkar,hougang,may-18,861,06 to 10,1166000
44788129,symphony suites,yishun close,condominium,27,yishun east,yishun,oct-17,786,11 to 15,858480
73811476,the lakeshore,jurong west street 41,condominium,22,hong kah,jurong west,apr-21,1152,11 to 15,1220000
73469034X,jui residences,serangoon road,apartment,12,bendemeer,kallang,jul-19,657,06 to 10,1163000
56657082,the iveria,kim yam road,apartment,9,institution hill,river valley,nov-20,947,11 to 15,2492000
33638801,duchess royale,duchess avenue,apartment,10,coronation road,bukit timah,dec-20,1582,01 to 05,2350000
34030508,the tampines trilliant,tampines central 7,executive condominium,18,tampines east,tampines,aug-21,1141,01 to 05,1100000
25525066,the tapestry,tampines street 86,condominium,18,tampines west,tampines,sep-21,1432,06 to 10,2001000
23154736,rivercove residences,anchorvale lane,executive condominium,19,anchorvale,sengkang,apr-18,904,06 to 10,838500
25169921,the trilinq,jalan lempeng,condominium,5,faber,clementi,may-17,-1,16 to 20,812000
20971394,river isles,edgedale plains,condominium,19,punggol field,punggol,nov-17,893,06 to 10,858888
76860712,the mezzo,balestier road,apartment,12,balestier,novena,aug-17,775,16 to 20,960000
71573077,ecopolitan,punggol walk,executive condominium,19,matilda,punggol,sep-21,1442,16 to 20,1388000
73601251,kopar at newton,makeway avenue,apartment,9,moulmein,novena,apr-20,517,06 to 10,1188000
90118614,twin vew,west coast vale,apartment,5,west coast,clementi,may-18,732,31 to 35,1154000
47069034,grandeur park residences,bedok south avenue 3,condominium,16,bedok south,bedok,mar-17,872,11 to 15,846000
30071708,ola,anchorvale crescent,executive condominium,19,anchorvale,sengkang,mar-20,1055,06 to 10,1268000
70410720,seaside residences,siglap link,apartment,15,siglap,bedok,apr-17,764,21 to 25,1401650
70385069,120 grange,grange road,apartment,10,one tree hill,river valley,aug-18,678,06 to 10,2164000
35357866,valley park,river valley road,condominium,10,institution hill,river valley,oct-17,1701,11 to 15,2720000
30872312,the crest,prince charles crescent,condominium,3,alexandra north,bukit merah,apr-18,614,11 to 15,1269000
12192571,treasure at tampines,tampines lane,condominium,18,tampines east,tampines,aug-20,1238,01 to 05,1543000
21616966,d' palma,lorong mydin,apartment,14,kembangan,bedok,apr-18,603,01 to 05,840000
83893925,penrose,sims drive,apartment,14,aljunied,geylang,sep-20,947,01 to 05,1364000
64192552,irwell hill residences,irwell hill,apartment,9,leonie hill,river valley,apr-21,678,06 to 10,1716000
82184305,park place residences at plq,paya lebar road,apartment,14,geylang east,geylang,mar-17,-1,11 to 15,934999
79192166,rivercove residences,anchorvale lane,executive condominium,19,anchorvale,sengkang,nov-21,1076,06 to 10,1286000
31343423,skysuites@anson,enggor street,apartment,2,tanjong pagar,downtown core,sep-17,700,11 to 15,1357339
62250810,the jade,bukit batok central link,condominium,23,bukit batok central,bukit batok,mar-17,1615,21 to 25,1560000
22852261,twin vew,west coast vale,apartment,5,west coast,clementi,may-18,570,21 to 25,874000
54571805,the landmark,chin swee road,condominium,3,pearl's hill,outram,jun-21,495,16 to 20,1206000
97647647,penrose,sims drive,apartment,14,aljunied,geylang,dec-21,1184,11 to 15,1987000
48182498,dakota residences,dakota crescent,condominium,14,aljunied,geylang,apr-18,1313,06 to 10,1800000
39990574,provence residence,canberra crescent,executive condominium,27,sembawang east,sembawang,dec-21,883,06 to 10,1117000
83227746,hillview heights,hillview avenue,condominium,0,hillview,bukit batok,jun-17,1216,01 to 05,1180000
80137808,leedon green,leedon heights,condominium,10,farrer court,bukit timah,sep-21,958,01 to 05,2468000
35898582,lakeholmz,corporation road,condominium,22,taman jurong,jurong west,sep-17,1033,01 to 05,880000
29986118,urban suites,hullet road,condominium,9,cairnhill,newton,feb-18,1572,06 to 10,4323000
50981416,the florence residences,hougang avenue 2,apartment,19,kovan,hougang,may-20,484,01 to 05,715000
45543784,the rivervale,rivervale link,executive condominium,19,rivervale,sengkang,feb-21,1249,01 to 05,900000
40038437,sims urban oasis,sims drive,condominium,14,aljunied,geylang,nov-19,463,06 to 10,733000
32495702X,seastrand,pasir ris link,condominium,18,pasir ris park,pasir ris,jun-18,1109,06 to 10,1058000
72640084,pasir ris 8,pasir ris drive 8,apartment,18,pasir ris central,pasir ris,jul-21,517,01 to 05,850000
85894244,pebble bay,tanjong rhu road,condominium,15,tanjong rhu,kallang,jan-21,1894,06 to 10,2630000
63960541,normanton park,normanton park,apartment,5,kent ridge,queenstown,jan-21,667,16 to 20,1215007
64891634,tree house,chestnut avenue,condominium,23,dairy farm,bukit panjang,may-18,1249,06 to 10,1260000
65617693,the iveria,kim yam road,apartment,9,institution hill,river valley,jan-19,947,06 to 10,2452000
46955377,parc riviera,west coast vale,condominium,5,west coast,clementi,nov-17,1152,31 to 35,1438000
22297482,sophia hills,mount sophia,condominium,9,mount emily,rochor,may-17,700,01 to 05,1402000
26760752,sophia hills,mount sophia,condominium,9,mount emily,rochor,jul-17,570,01 to 05,1147000
51255129,stirling residences,stirling road,apartment,3,mei chin,queenstown,oct-18,689,21 to 25,1258000
77406074,the waterline,poh huat road west,condominium,19,kovan,hougang,jun-21,1012,01 to 05,1230000
87320922,soleil @ sinaran,sinaran drive,condominium,0,moulmein,novena,may-18,1098,26 to 30,2030000
18199641,neem tree,jalan kemaman,apartment,12,balestier,novena,oct-18,506,11 to 15,934458
97390344,the tresor,duchess road,condominium,10,coronation road,bukit timah,mar-20,1421,01 to 05,2790000
56976569,the florence residences,hougang avenue 2,apartment,19,kovan,hougang,apr-19,667,06 to 10,968000
84814721,euphony gardens,jalan mata ayer,condominium,27,mandai estate,mandai,nov-18,1076,01 to 05,730000
21159974,the hermitage,sarkies road,apartment,10,goodwood park,newton,jan-21,850,06 to 10,1520000
77479879X,the clement canopy,clementi avenue 1,apartment,5,clementi woods,clementi,nov-17,732,36 to 40,1189000
81736396,provence residence,canberra crescent,executive condominium,27,sembawang east,sembawang,may-21,1044,06 to 10,1166000
46857133,my manhattan,simei street 3,condominium,0,simei,tampines,sep-21,883,11 to 15,1177100
95866149,eastvale,pasir ris drive 3,executive condominium,18,pasir ris drive,pasir ris,feb-21,1292,01 to 05,910860
78518268,nouvel 18,anderson road,condominium,10,orange grove,newton,mar-21,1862,26 to 30,5729980
99952427,parc riviera,west coast vale,condominium,5,west coast,clementi,dec-20,1152,16 to 20,1550000
63507117,sunglade,serangoon avenue 2,condominium,19,serangoon central,serangoon,feb-19,1087,01 to 05,1315000
36712639,commonwealth towers,commonwealth avenue,condominium,3,margaret drive,queenstown,jun-17,1033,16 to 20,1728000
86535103,the florida,hougang avenue 7,executive condominium,19,kangkar,hougang,sep-21,1313,06 to 10,980000
39646956,amber 45,amber road,apartment,15,marine parade,marine parade,may-18,700,06 to 10,1696000
49004285,verticus,jalan kemaman,apartment,12,balestier,novena,nov-21,678,16 to 20,1441000
12500700,the line @ tanjong rhu,tanjong rhu road,condominium,15,tanjong rhu,kallang,aug-20,1152,06 to 10,2327040
82430592,guilin view,bukit batok street 52,condominium,23,guilin,bukit batok,jan-21,-1,01 to 05,1304000
10489576,queens peak,dundee road,condominium,3,margaret drive,queenstown,feb-17,624,16 to 20,1038000
56689750,the jovell,flora drive,condominium,17,flora drive,pasir ris,nov-19,452,06 to 10,590600
28503407,irwell hill residences,irwell hill,apartment,9,leonie hill,river valley,apr-21,861,16 to 20,2308000
64124112,caribbean at keppel bay,keppel bay drive,condominium,4,maritime square,bukit merah,aug-21,893,06 to 10,1588000
61105498,bellerive,keng chin road,apartment,0,nassim,tanglin,jan-19,1238,06 to 10,2039000
75937374,the arris,yan kit road,apartment,2,chinatown,outram,apr-18,936,01 to 05,1700000
16319833,clavon,clementi avenue 1,apartment,5,clementi woods,clementi,dec-20,764,06 to 10,1244000
58019986,affinity at serangoon,serangoon north avenue 1,apartment,19,serangoon garden,serangoon,jun-18,624,01 to 05,951000
21410907,stratford court,bedok ria crescent,condominium,16,bedok south,bedok,oct-20,1733,01 to 05,1268000
34155512,the jovell,flora drive,condominium,17,flora drive,pasir ris,aug-21,-1,01 to 05,1000200
64328980,the clement canopy,clementi avenue 1,apartment,5,clementi woods,clementi,apr-17,990,31 to 35,1360000
72779810,treasure at tampines,tampines lane,condominium,18,tampines east,tampines,oct-19,1335,06 to 10,1778000
52123347,leonie hill residences,leonie hill road,apartment,9,leonie hill,river valley,oct-19,1141,06 to 10,2300000
76606500,austville residences,sengkang east avenue,executive condominium,19,rivervale,sengkang,oct-21,1668,16 to 20,1590000
93395195,changi court,upper changi road east,condominium,16,xilin,tampines,jul-17,1389,01 to 05,1230000
71529017,gardenvista,dunearn road,condominium,21,swiss club,bukit timah,jan-17,861,01 to 05,1060000
66596714,adam park condominium,adam road,condominium,11,hillcrest,bukit timah,feb-20,958,01 to 05,1520000
